caldt,vwretd,ewretd,sprtrn,spindx
19910930,-0.016861,-0.019202,-0.019144,387.86
19911031,0.013458,0.01079,0.01186,392.46
19911129,-0.040214,-0.050809,-0.043928,375.22
19911231,0.114089,0.113619,0.111588,417.09
19920131,-0.018348,0.017853,-0.0199,408.79
19920228,0.012865,0.030385,0.009565,412.7
19920331,-0.01947,-0.020264,-0.021832,403.69
19920430,0.028614,0.016597,0.027893,414.95
19920529,0.00485,0.00193,0.000964,415.35
19920630,-0.01503,-0.020451,-0.017359,408.14
19920731,0.040924,0.04079,0.039374,424.21
19920831,-0.020615,-0.027431,-0.023998,414.03
19920930,0.01134,0.018991,0.009106,417.8
19921030,0.004796,0.020398,0.002106,418.68
19921130,0.033794,0.044229,0.030262,431.35
19921231,0.01338,0.022532,0.010108,435.71
19930129,0.007282,0.022706,0.007046,438.78
19930226,0.013526,0.010886,0.010484,443.38
19930331,0.021202,0.02745,0.018697,451.67
19930430,-0.024519,-0.021945,-0.025417,440.19
19930528,0.026259,0.03163,0.022717,450.19
19930630,0.003466,0.003477,0.000755,450.53
19930730,-0.004593,-0.000721,-0.005327,448.13
19930831,0.037431,0.040022,0.034432,463.56
19930930,-0.007582,-0.006236,-0.009988,458.93
19931029,0.019884,0.019667,0.019393,467.83
19931130,-0.008655,-0.00857,-0.012911,461.79
19931231,0.012643,0.023349,0.010091,466.45
19940131,0.033429,0.037019,0.032501,481.61
19940228,-0.027161,-0.017379,-0.030045,467.14
19940331,-0.043456,-0.043719,-0.045746,445.77
19940429,0.012817,0.004462,0.011531,450.91
19940531,0.016309,0.012087,0.012419,456.51
19940630,-0.024762,-0.021933,-0.026812,444.27
19940729,0.032714,0.03375,0.031467,458.25
19940831,0.041341,0.052232,0.037643,475.5
19940930,-0.02394,-0.026,-0.026898,462.71
19941031,0.022619,0.011997,0.020834,472.35
19941130,-0.036248,-0.043415,-0.039505,453.69
19941230,0.014955,0.016548,0.012299,459.27
19950131,0.026,0.021154,0.024278,470.42
19950228,0.039228,0.044549,0.036074,487.39
19950331,0.029334,0.029457,0.027329,500.71
19950428,0.029395,0.0238,0.02796,514.71
19950531,0.039809,0.035709,0.036312,533.4
19950630,0.024155,0.025803,0.021279,544.75
19950731,0.033405,0.033271,0.031776,562.06
19950831,0.003495,0.007707,-0.00032,561.88
19950929,0.042102,0.024752,0.040098,584.41
19951031,-0.003442,-0.024119,-0.004979,581.5
19951130,0.044029,0.050932,0.041049,605.37
19951229,0.017643,0.014641,0.017444,615.93
19960131,0.034861,0.030677,0.032617,636.02
19960229,0.010087,0.012873,0.006934,640.43
19960329,0.009585,0.019612,0.007917,645.5
19960430,0.015133,0.02841,0.013431,654.17
19960531,0.025257,0.013102,0.022853,669.12
19960628,0.004128,-0.009331,0.002257,670.63
19960731,-0.044441,-0.055908,-0.045748,639.95
19960830,0.021928,0.032975,0.018814,651.99
19960930,0.056035,0.049854,0.054173,687.31
19961031,0.026798,0.013655,0.026131,705.27
19961129,0.076455,0.070028,0.073376,757.02
19961231,-0.019815,-0.016817,-0.021505,740.74
19970131,0.062779,0.03914,0.061317,786.16
19970228,0.007752,0.013457,0.005928,790.82
19970331,-0.041653,-0.03512,-0.042614,757.12
19970430,0.060274,0.032138,0.058406,801.34
19970530,0.061401,0.073897,0.058577,848.28
19970630,0.044103,0.03882,0.043453,885.14
19970731,0.080388,0.079766,0.078123,954.29
19970829,-0.05497,-0.028003,-0.057446,899.47
19970930,0.053886,0.051665,0.053154,947.28
19971031,-0.032605,-0.043194,-0.034478,914.62
19971128,0.046321,0.031342,0.044587,955.4
19971231,0.017147,0.015319,0.015732,970.43
19980130,0.011994,-0.002326,0.01015,980.28
19980227,0.071956,0.078865,0.070449,1049.34
19980331,0.051336,0.050179,0.049946,1101.75
19980430,0.011275,0.004209,0.009076,1111.75
19980529,-0.017674,-0.024932,-0.018826,1090.82
19980630,0.04097,0.010836,0.039438,1133.84
19980731,-0.010109,-0.044451,-0.011615,1120.67
19980831,-0.143124,-0.148456,-0.145797,957.28
19980930,0.063176,0.060341,0.062396,1017.01
19981030,0.080111,0.08884,0.080294,1098.67
19981130,0.062165,0.05071,0.059126,1163.63
19981231,0.059673,0.029082,0.056375,1229.23
19990129,0.0428,0.010847,0.041009,1279.64
19990226,-0.031935,-0.019371,-0.032283,1238.33
19990331,0.038979,0.021855,0.038794,1286.37
19990430,0.037559,0.096934,0.037944,1335.18
19990528,-0.023162,-0.001122,-0.02497,1301.84
19990630,0.054431,0.041249,0.054438,1372.71
19990730,-0.03022,-0.034555,-0.032046,1328.72
19990831,-0.004989,-0.022216,-0.006254,1320.41
19990930,-0.028079,-0.039403,-0.028552,1282.71
19991029,0.064238,0.03097,0.062539,1362.93
19991130,0.020822,-0.001732,0.019062,1388.91
19991231,0.062579,0.044205,0.057844,1469.25
20000131,-0.049606,-0.057249,-0.050904,1394.46
20000229,-0.01747,-0.045099,-0.020108,1366.42
20000331,0.098492,0.109941,0.09672,1498.58
20000428,-0.031585,0.008073,-0.030796,1452.43
20000531,-0.022412,0.016657,-0.021915,1420.6
20000630,0.026219,-0.019605,0.023934,1454.6
20000731,-0.011998,0.003852,-0.016341,1430.83
20000831,0.063702,0.074144,0.060699,1517.68
20000929,-0.051943,-0.013813,-0.053483,1436.51
20001031,-0.004217,0.021097,-0.004949,1429.4
20001130,-0.078315,-0.045453,-0.080069,1314.95
20001229,0.005664,0.066751,0.004053,1320.28
20010131,0.032252,0.053414,0.034637,1366.01
20010228,-0.091107,-0.044749,-0.092291,1239.94
20010330,-0.063499,-0.049836,-0.064205,1160.33
20010430,0.077766,0.084729,0.076814,1249.46
20010531,0.007033,0.017687,0.00509,1255.82
20010629,-0.024417,-0.015805,-0.025004,1224.42
20010731,-0.00933,-0.00918,-0.010772,1211.23
20010831,-0.063435,-0.043659,-0.064108,1133.58
20010928,-0.080426,-0.124472,-0.081723,1040.94
20011031,0.019558,0.042117,0.018099,1059.78
20011130,0.078788,0.102273,0.075176,1139.45
20011231,0.00905,0.030572,0.007574,1148.08
20020131,-0.014321,-0.002527,-0.015574,1130.2
20020228,-0.019481,-0.011293,-0.020766,1106.73
20020328,0.037573,0.067365,0.036739,1147.39
20020430,-0.061021,-0.036342,-0.061418,1076.92
20020531,-0.0078,-0.012256,-0.009081,1067.14
20020628,-0.071346,-0.080675,-0.072465,989.81
20020731,-0.073975,-0.105229,-0.078995,911.62
20020830,0.007043,0.012241,0.004881,916.07
20020930,-0.109019,-0.115309,-0.110013,815.29
20021031,0.088599,0.073063,0.086436,885.76
20021129,0.059024,0.110251,0.05707,936.31
20021231,-0.058834,-0.051344,-0.060333,879.82
20030131,-0.026579,-0.025525,-0.027415,855.7
20030228,-0.015246,-0.022303,-0.017004,841.15
20030331,0.010308,0.005085,0.008358,848.18
20030430,0.082774,0.103509,0.081044,916.92
20030530,0.053251,0.096073,0.050899,963.59
20030630,0.012816,0.007649,0.011322,974.5
20030731,0.017932,0.02837,0.016224,990.31
20030829,0.019597,0.044604,0.017873,1008.01
20030930,-0.010737,-0.016561,-0.011944,995.97
20031031,0.05556,0.070988,0.054962,1050.71
20031128,0.00926,0.021267,0.007129,1058.2
20031231,0.051842,0.053166,0.050765,1111.92
20040130,0.019078,0.024211,0.017276,1131.13
20040227,0.014403,0.020902,0.012209,1144.94
20040331,-0.015011,-0.00581,-0.016359,1126.21
20040430,-0.015584,-0.024546,-0.016791,1107.3
20040528,0.013711,0.019374,0.012083,1120.68
20040630,0.01949,0.03032,0.017989,1140.84
20040730,-0.032932,-0.043144,-0.034291,1101.72
20040831,0.003807,-0.002948,0.002287,1104.24
20040930,0.010817,0.02757,0.009364,1114.58
20041029,0.014973,0.024507,0.014014,1130.2
20041130,0.040563,0.058717,0.038595,1173.82
20041231,0.033734,0.037578,0.032458,1211.92
20050131,-0.023824,-0.029473,-0.02529,1181.27
20050228,0.021151,0.020327,0.018903,1203.6
20050331,-0.01724,-0.012797,-0.019118,1180.59
20050429,-0.018926,-0.030961,-0.020109,1156.85
20050531,0.031994,0.048563,0.029952,1191.5
20050630,0.001717,0.014499,-0.000143,1191.33
20050729,0.037374,0.051383,0.035968,1234.18
20050831,-0.009159,-0.009789,-0.011222,1220.33
20050930,0.008001,0.008281,0.006949,1228.81
20051031,-0.015552,-0.023467,-0.017741,1207.01
20051130,0.038365,0.043744,0.035186,1249.48
20051230,-0.00006,0.008022,-0.000952,1248.29
20060131,0.026426,0.041378,0.025467,1280.08
20060228,0.002426,0.002951,0.000453,1280.66
20060331,0.012909,0.017915,0.011065,1294.83
20060428,0.012057,0.010538,0.012187,1310.61
20060531,-0.028318,-0.028304,-0.030917,1270.09
20060630,0.001558,-0.00196,0.000087,1270.2
20060731,0.00555,-0.014294,0.005086,1276.66
20060831,0.02417,0.03042,0.021274,1303.82
20060929,0.026487,0.026354,0.024566,1335.85
20061031,0.032514,0.036762,0.031508,1377.94
20061130,0.018385,0.025339,0.016467,1400.63
20061229,0.013759,0.008267,0.012616,1418.3
20070131,0.01535,0.023825,0.014059,1438.24
20070228,-0.019269,-0.003043,-0.021846,1406.82
20070330,0.010896,0.007339,0.00998,1420.86
20070430,0.043991,0.043294,0.043291,1482.37
20070531,0.034459,0.03255,0.032549,1530.62
20070629,-0.016624,-0.018468,-0.017816,1503.35
20070731,-0.031192,-0.045079,-0.031982,1455.27
20070831,0.015118,0.000895,0.012864,1473.99
20070928,0.037485,0.024308,0.035794,1526.75
20071031,0.017362,0.013447,0.014822,1549.38
20071130,-0.041217,-0.049662,-0.044043,1481.14
20071231,-0.006098,-0.016719,-0.008628,1468.36
20080131,-0.061183,-0.045038,-0.061163,1378.55
20080229,-0.031409,-0.029501,-0.034761,1330.63
20080331,-0.0034,-0.012729,-0.00596,1322.7
20080430,0.048629,0.052409,0.047547,1385.59
20080530,0.012986,0.025677,0.010674,1400.38
20080630,-0.082819,-0.098259,-0.085962,1280
20080731,-0.007309,-0.003641,-0.009859,1267.38
20080829,0.014955,0.028359,0.012191,1282.83
20080930,-0.085467,-0.103388,-0.090791,1166.36
20081031,-0.166979,-0.207562,-0.169425,968.75
20081128,-0.073512,-0.103635,-0.074849,896.24
20081231,0.011995,0.044007,0.007822,903.25
20090130,-0.082615,-0.078402,-0.085657,825.88
20090227,-0.103584,-0.116939,-0.109931,735.09
20090331,0.087634,0.109438,0.085405,797.87
20090430,0.09423,0.184857,0.093925,872.81
20090529,0.05464,0.062487,0.053081,919.14
20090630,0.002475,-0.004651,0.000196,919.32
20090731,0.074482,0.093928,0.074142,987.48
20090831,0.034756,0.057829,0.03356,1020.62
20090930,0.036564,0.052527,0.035723,1057.08
20091030,-0.018259,-0.034448,-0.019762,1036.19
20091130,0.060257,0.054502,0.057364,1095.63
20091231,0.018983,0.048224,0.017771,1115.1
20100129,-0.035751,-0.030955,-0.036974,1073.87
20100226,0.030426,0.043365,0.028514,1104.49
20100331,0.061014,0.071014,0.058796,1169.43
20100430,0.015924,0.028049,0.014759,1186.69
20100528,-0.080111,-0.073486,-0.081976,1089.41
20100630,-0.053525,-0.061839,-0.053882,1030.71
20100730,0.070451,0.073614,0.068778,1101.6
20100831,-0.045434,-0.048286,-0.047449,1049.33
20100930,0.090383,0.104307,0.087551,1141.2
20101029,0.038728,0.035946,0.036856,1183.26
20101130,-0.000055,0.008205,-0.00229,1180.55
20101231,0.067054,0.072134,0.0653,1257.64
20110131,0.023347,0.021935,0.022646,1286.12
20110228,0.032508,0.041109,0.031957,1327.22
20110331,0.000636,0.009007,-0.001047,1325.83
20110429,0.029441,0.031626,0.028495,1363.61
20110531,-0.011313,-0.005579,-0.013501,1345.2
20110630,-0.016545,-0.019098,-0.018258,1320.64
20110729,-0.019828,-0.035333,-0.021474,1292.28
20110831,-0.054322,-0.063472,-0.056791,1218.89
20110930,-0.070238,-0.090694,-0.071762,1131.42
20111031,0.109023,0.13445,0.107723,1253.3
20111130,-0.002727,-0.006582,-0.005059,1246.96
20111230,0.009427,0.001153,0.008533,1257.6
20120131,0.045206,0.056398,0.043583,1312.41
20120229,0.04334,0.041965,0.040589,1365.68
20120330,0.032866,0.023131,0.031332,1408.47
20120430,-0.006034,-0.007804,-0.007497,1397.91
20120531,-0.05979,-0.070752,-0.062651,1310.33
20120629,0.041465,0.038297,0.039555,1362.16
20120731,0.014363,0.002866,0.012598,1379.32
20120831,0.022744,0.03079,0.019763,1406.58
20120928,0.025079,0.024078,0.024236,1440.67
20121031,-0.017849,-0.007218,-0.019789,1412.16
20121130,0.00519,0.013,0.002847,1416.18
20121231,0.008192,0.024159,0.007068,1426.19
