Date,Open,High,Low,Close,Volume,Adj Close
27/11/06,1400.949951,1400.949951,1381.439941,1381.959961,2711210000,1381.959961
28/11/06,1381.609985,1387.910034,1377.829956,1386.719971,2639750000,1386.719971
29/11/06,1386.109985,1401.140015,1386.109985,1399.47998,2790970000,1399.47998
30/11/06,1399.469971,1406.300049,1393.829956,1400.630005,4006230000,1400.630005
1/12/06,1400.630005,1402.459961,1385.930054,1396.709961,2800980000,1396.709961
4/12/06,1396.670044,1411.22998,1396.670044,1409.119995,2766320000,1409.119995
5/12/06,1409.099976,1415.27002,1408.780029,1414.76001,2755700000,1414.76001
6/12/06,1414.400024,1415.930054,1411.050049,1412.900024,2725280000,1412.900024
7/12/06,1412.859985,1418.27002,1406.800049,1407.290039,2743150000,1407.290039
8/12/06,1407.27002,1414.089966,1403.670044,1409.839966,2440460000,1409.839966
11/12/06,1409.810059,1415.599976,1408.560059,1413.040039,2289900000,1413.040039
12/12/06,1413,1413.780029,1404.75,1411.560059,2738170000,1411.560059
13/12/06,1411.319946,1416.640015,1411.050049,1413.209961,2552260000,1413.209961
14/12/06,1413.160034,1427.22998,1413.160034,1425.48999,2729700000,1425.48999
15/12/06,1425.47998,1431.630005,1425.47998,1427.089966,3229580000,1427.089966
18/12/06,1427.079956,1431.810059,1420.650024,1422.47998,2568140000,1422.47998
19/12/06,1422.420044,1428.300049,1414.880005,1425.550049,2717060000,1425.550049
20/12/06,1425.51001,1429.050049,1423.51001,1423.530029,2387630000,1423.530029
21/12/06,1423.199951,1426.400024,1415.900024,1418.300049,2322410000,1418.300049
22/12/06,1418.099976,1418.819946,1410.280029,1410.76001,1647590000,1410.76001
26/12/06,1410.75,1417.910034,1410.449951,1416.900024,1310310000,1416.900024
27/12/06,1416.630005,1427.719971,1416.630005,1426.839966,1667370000,1426.839966
28/12/06,1426.77002,1427.26001,1422.050049,1424.72998,1508570000,1424.72998
29/12/06,1424.709961,1427,1416.839966,1418.300049,1678200000,1418.300049
3/1/07,1418.030029,1429.420044,1407.859985,1416.599976,3429160000,1416.599976
4/1/07,1416.599976,1421.839966,1408.430054,1418.339966,3004460000,1418.339966
5/1/07,1418.339966,1418.339966,1405.75,1409.709961,2919400000,1409.709961
8/1/07,1409.26001,1414.97998,1403.969971,1412.839966,2763340000,1412.839966
9/1/07,1412.839966,1415.609985,1405.420044,1412.109985,3038380000,1412.109985
10/1/07,1408.699951,1415.98999,1405.319946,1414.849976,2764660000,1414.849976
11/1/07,1414.839966,1427.119995,1414.839966,1423.819946,2857870000,1423.819946
12/1/07,1423.819946,1431.22998,1422.579956,1430.72998,2686480000,1430.72998
16/1/07,1430.72998,1433.930054,1428.619995,1431.900024,2599530000,1431.900024
17/1/07,1431.77002,1435.27002,1428.569946,1430.619995,2690270000,1430.619995
18/1/07,1430.589966,1432.959961,1424.209961,1426.369995,2822430000,1426.369995
19/1/07,1426.349976,1431.569946,1425.189941,1430.5,2777480000,1430.5
22/1/07,1430.469971,1431.390015,1420.400024,1422.949951,2540120000,1422.949951
23/1/07,1422.949951,1431.329956,1421.660034,1427.98999,2975070000,1427.98999
24/1/07,1427.959961,1440.140015,1427.959961,1440.130005,2783180000,1440.130005
25/1/07,1440.119995,1440.689941,1422.339966,1423.900024,2994330000,1423.900024
26/1/07,1423.900024,1427.27002,1416.959961,1422.180054,2626620000,1422.180054
29/1/07,1422.030029,1426.939941,1418.459961,1420.619995,2730480000,1420.619995
30/1/07,1420.609985,1428.819946,1420.609985,1428.819946,2706250000,1428.819946
31/1/07,1428.650024,1441.609985,1424.780029,1438.23999,2976690000,1438.23999
1/2/07,1437.900024,1446.640015,1437.900024,1445.939941,2914890000,1445.939941
2/2/07,1445.939941,1449.329956,1444.48999,1448.390015,2569450000,1448.390015
5/2/07,1448.329956,1449.380005,1443.849976,1446.98999,2439430000,1446.98999
6/2/07,1446.97998,1450.189941,1443.400024,1448,2608710000,1448
7/2/07,1447.410034,1452.98999,1446.439941,1450.02002,2618820000,1450.02002
8/2/07,1449.98999,1450.449951,1442.810059,1448.310059,2816180000,1448.310059
9/2/07,1448.25,1452.449951,1433.439941,1438.060059,2951810000,1438.060059
12/2/07,1438,1439.109985,1431.439941,1433.369995,2395680000,1433.369995
13/2/07,1433.219971,1444.410034,1433.219971,1444.26001,2652150000,1444.26001
14/2/07,1443.910034,1457.650024,1443.910034,1455.300049,2699290000,1455.300049
15/2/07,1455.150024,1457.969971,1453.189941,1456.810059,2490920000,1456.810059
16/2/07,1456.77002,1456.77002,1451.569946,1455.540039,2399450000,1455.540039
20/2/07,1455.530029,1460.530029,1449.199951,1459.680054,2337860000,1459.680054
21/2/07,1459.599976,1459.599976,1452.02002,1457.630005,2606980000,1457.630005
22/2/07,1457.290039,1461.569946,1450.51001,1456.380005,1950770000,1456.380005
23/2/07,1456.219971,1456.219971,1448.359985,1451.189941,2579950000,1451.189941
26/2/07,1451.040039,1456.949951,1445.47998,1449.369995,2822170000,1449.369995
27/2/07,1449.25,1449.25,1389.420044,1399.040039,4065230000,1399.040039
28/2/07,1398.640015,1415.890015,1396.650024,1406.819946,3925250000,1406.819946
1/3/07,1406.800049,1409.459961,1380.869995,1403.170044,3874910000,1403.170044
2/3/07,1403.160034,1403.400024,1386.869995,1387.170044,3312260000,1387.170044
5/3/07,1387.109985,1391.859985,1373.969971,1374.119995,3480520000,1374.119995
6/3/07,1374.060059,1397.900024,1374.060059,1395.410034,3358160000,1395.410034
7/3/07,1395.02002,1401.160034,1390.640015,1391.969971,3141350000,1391.969971
8/3/07,1391.880005,1407.930054,1391.880005,1401.890015,3014850000,1401.890015
9/3/07,1401.890015,1410.150024,1397.300049,1402.839966,2623050000,1402.839966
12/3/07,1402.800049,1409.339966,1398.400024,1406.599976,2664000000,1406.599976
13/3/07,1406.22998,1406.22998,1377.709961,1377.949951,3485570000,1377.949951
14/3/07,1377.859985,1388.089966,1363.97998,1387.170044,3758350000,1387.170044
15/3/07,1387.109985,1395.72998,1385.160034,1392.280029,2821900000,1392.280029
16/3/07,1392.280029,1397.51001,1383.630005,1386.949951,3393640000,1386.949951
19/3/07,1386.949951,1403.199951,1386.949951,1402.060059,2777180000,1402.060059
20/3/07,1402.040039,1411.530029,1400.699951,1410.939941,2795940000,1410.939941
21/3/07,1410.920044,1437.77002,1409.75,1435.040039,3184770000,1435.040039
22/3/07,1435.040039,1437.660034,1429.880005,1434.540039,3129970000,1434.540039
23/3/07,1434.540039,1438.890015,1433.209961,1436.109985,2619020000,1436.109985
26/3/07,1436.109985,1437.650024,1423.280029,1437.5,2754660000,1437.5
27/3/07,1437.48999,1437.48999,1425.540039,1428.609985,2673040000,1428.609985
28/3/07,1428.349976,1428.349976,1414.069946,1417.22998,3000440000,1417.22998
29/3/07,1417.170044,1426.23999,1413.27002,1422.530029,2854710000,1422.530029
30/3/07,1422.52002,1429.219971,1408.900024,1420.859985,2903960000,1420.859985
2/4/07,1420.829956,1425.48999,1416.369995,1424.550049,2875880000,1424.550049
3/4/07,1424.27002,1440.569946,1424.27002,1437.77002,2921760000,1437.77002
4/4/07,1437.75,1440.160034,1435.079956,1439.369995,2616320000,1439.369995
5/4/07,1438.939941,1444.880005,1436.670044,1443.76001,2357230000,1443.76001
9/4/07,1443.77002,1448.099976,1443.280029,1444.609985,2349410000,1444.609985
10/4/07,1444.579956,1448.72998,1443.98999,1448.390015,2510110000,1448.390015
11/4/07,1448.22998,1448.390015,1436.150024,1438.869995,2950190000,1438.869995
12/4/07,1438.869995,1448.02002,1433.910034,1447.800049,2770570000,1447.800049
13/4/07,1447.800049,1453.109985,1444.150024,1452.849976,2690020000,1452.849976
16/4/07,1452.839966,1468.619995,1452.839966,1468.329956,2870140000,1468.329956
17/4/07,1468.469971,1474.349976,1467.150024,1471.47998,2920570000,1471.47998
18/4/07,1471.469971,1476.569946,1466.410034,1472.5,2971330000,1472.5
19/4/07,1472.47998,1474.22998,1464.469971,1470.72998,2913610000,1470.72998
20/4/07,1470.689941,1484.73999,1470.689941,1484.349976,3329940000,1484.349976
23/4/07,1484.329956,1487.319946,1480.189941,1480.930054,2575020000,1480.930054
24/4/07,1480.930054,1483.819946,1473.73999,1480.410034,3119750000,1480.410034
25/4/07,1480.280029,1496.589966,1480.280029,1495.420044,3252590000,1495.420044
26/4/07,1495.27002,1498.02002,1491.170044,1494.25,3211800000,1494.25
27/4/07,1494.209961,1497.319946,1488.670044,1494.069946,2732810000,1494.069946
30/4/07,1494.069946,1497.160034,1482.290039,1482.369995,3093420000,1482.369995
1/5/07,1482.369995,1487.27002,1476.699951,1486.300049,3400350000,1486.300049
2/5/07,1486.130005,1499.099976,1486.130005,1495.920044,3189800000,1495.920044
3/5/07,1495.560059,1503.339966,1495.560059,1502.390015,3007970000,1502.390015
4/5/07,1502.349976,1510.339966,1501.800049,1505.619995,2761930000,1505.619995
7/5/07,1505.569946,1511,1505.540039,1509.47998,2545090000,1509.47998
8/5/07,1509.359985,1509.359985,1500.660034,1507.719971,2795720000,1507.719971
9/5/07,1507.319946,1513.800049,1503.77002,1512.579956,2935550000,1512.579956
10/5/07,1512.329956,1512.329956,1491.420044,1491.469971,3031240000,1491.469971
11/5/07,1491.469971,1506.23999,1491.469971,1505.849976,2720780000,1505.849976
14/5/07,1505.76001,1510.900024,1498.339966,1503.150024,2776130000,1503.150024
15/5/07,1503.109985,1514.829956,1500.430054,1501.189941,3071020000,1501.189941
16/5/07,1500.75,1514.150024,1500.75,1514.140015,2915350000,1514.140015
17/5/07,1514.01001,1517.140015,1509.290039,1512.75,2868640000,1512.75
18/5/07,1512.73999,1522.75,1512.73999,1522.75,2959050000,1522.75
21/5/07,1522.75,1529.869995,1522.709961,1525.099976,3465360000,1525.099976
22/5/07,1525.099976,1529.23999,1522.050049,1524.119995,2860500000,1524.119995
23/5/07,1524.089966,1532.430054,1521.900024,1522.280029,3084260000,1522.280029
24/5/07,1522.099976,1529.310059,1505.180054,1507.51001,3365530000,1507.51001
25/5/07,1507.5,1517.410034,1507.5,1515.72998,2316250000,1515.72998
29/5/07,1515.550049,1521.800049,1512.02002,1518.109985,2571790000,1518.109985
30/5/07,1517.599976,1530.22998,1510.060059,1530.22998,2980210000,1530.22998
31/5/07,1530.189941,1535.560059,1528.26001,1530.619995,3335530000,1530.619995
1/6/07,1530.619995,1540.560059,1530.619995,1536.339966,2927020000,1536.339966
4/6/07,1536.280029,1540.530029,1532.310059,1539.180054,2738930000,1539.180054
5/6/07,1539.119995,1539.119995,1525.619995,1530.949951,2939450000,1530.949951
6/6/07,1530.569946,1530.569946,1514.130005,1517.380005,2964190000,1517.380005
7/6/07,1517.359985,1517.359985,1490.369995,1490.719971,3538470000,1490.719971
8/6/07,1490.709961,1507.76001,1487.410034,1507.670044,2993460000,1507.670044
11/6/07,1507.640015,1515.530029,1503.349976,1509.119995,2525280000,1509.119995
12/6/07,1509.119995,1511.329956,1492.969971,1493,3056200000,1493
13/6/07,1492.650024,1515.699951,1492.650024,1515.670044,3077930000,1515.670044
14/6/07,1515.579956,1526.449951,1515.579956,1522.969971,2813630000,1522.969971
15/6/07,1522.969971,1538.709961,1522.969971,1532.910034,3406030000,1532.910034
18/6/07,1532.900024,1535.439941,1529.310059,1531.050049,2480240000,1531.050049
19/6/07,1531.02002,1535.849976,1525.670044,1533.699951,2873590000,1533.699951
20/6/07,1533.680054,1537.319946,1512.359985,1512.839966,3286900000,1512.839966
21/6/07,1512.5,1522.900024,1504.75,1522.189941,3161110000,1522.189941
22/6/07,1522.189941,1522.189941,1500.73999,1502.560059,4284320000,1502.560059
25/6/07,1502.560059,1514.290039,1492.680054,1497.73999,3287250000,1497.73999
26/6/07,1497.680054,1506.119995,1490.540039,1492.890015,3398530000,1492.890015
27/6/07,1492.619995,1506.800049,1484.180054,1506.339966,3398150000,1506.339966
28/6/07,1506.319946,1514.839966,1503.410034,1505.709961,3006710000,1505.709961
29/6/07,1505.699951,1517.530029,1493.609985,1503.349976,3165410000,1503.349976
2/7/07,1504.660034,1519.449951,1504.660034,1519.430054,2648990000,1519.430054
3/7/07,1519.119995,1526.01001,1519.119995,1524.869995,1560790000,1524.869995
5/7/07,1524.859985,1526.569946,1517.719971,1525.400024,2622950000,1525.400024
6/7/07,1524.959961,1532.400024,1520.469971,1530.439941,2441520000,1530.439941
9/7/07,1530.430054,1534.26001,1527.449951,1531.849976,2715330000,1531.849976
10/7/07,1531.849976,1531.849976,1510.01001,1510.119995,3244280000,1510.119995
11/7/07,1509.930054,1519.339966,1506.099976,1518.76001,3082920000,1518.76001
12/7/07,1518.73999,1547.920044,1518.73999,1547.699951,3489600000,1547.699951
13/7/07,1547.680054,1555.099976,1544.849976,1552.5,2801120000,1552.5
16/7/07,1552.5,1555.900024,1546.689941,1549.52002,2704110000,1549.52002
17/7/07,1549.52002,1555.319946,1547.73999,1549.369995,3007140000,1549.369995
18/7/07,1549.199951,1549.199951,1533.670044,1546.170044,3609220000,1546.170044
19/7/07,1546.130005,1555.199951,1546.130005,1553.079956,3251450000,1553.079956
20/7/07,1553.189941,1553.189941,1529.199951,1534.099976,3745780000,1534.099976
23/7/07,1534.060059,1547.22998,1534.060059,1541.569946,3102700000,1541.569946
24/7/07,1541.569946,1541.569946,1508.619995,1511.040039,4115830000,1511.040039
25/7/07,1511.030029,1524.310059,1503.72998,1518.089966,4283200000,1518.089966
26/7/07,1518.089966,1518.089966,1465.300049,1482.660034,4472550000,1482.660034
27/7/07,1482.439941,1488.530029,1458.949951,1458.949951,4784650000,1458.949951
30/7/07,1458.930054,1477.880005,1454.319946,1473.910034,4128780000,1473.910034
31/7/07,1473.900024,1488.300049,1454.25,1455.27002,4524520000,1455.27002
1/8/07,1455.180054,1468.380005,1439.589966,1465.810059,5256780000,1465.810059
2/8/07,1465.459961,1476.430054,1460.579956,1472.199951,4368850000,1472.199951
3/8/07,1472.180054,1473.22998,1432.800049,1433.060059,4272110000,1433.060059
6/8/07,1433.040039,1467.670044,1427.390015,1467.670044,5067200000,1467.670044
7/8/07,1467.619995,1488.300049,1455.800049,1476.709961,4909390000,1476.709961
8/8/07,1476.219971,1503.890015,1476.219971,1497.48999,5499560000,1497.48999
9/8/07,1497.209961,1497.209961,1453.089966,1453.089966,5889600000,1453.089966
10/8/07,1453.089966,1462.02002,1429.73999,1453.640015,5345780000,1453.640015
13/8/07,1453.420044,1466.290039,1451.540039,1452.920044,3696280000,1452.920044
14/8/07,1452.869995,1456.73999,1426.199951,1426.540039,3814630000,1426.540039
15/8/07,1426.150024,1440.780029,1404.359985,1406.699951,4290930000,1406.699951
16/8/07,1406.640015,1415.969971,1370.599976,1411.27002,6509300000,1411.27002
17/8/07,1411.26001,1450.329956,1411.26001,1445.939941,3570040000,1445.939941
20/8/07,1445.939941,1451.75,1430.540039,1445.550049,3321340000,1445.550049
21/8/07,1445.550049,1455.319946,1439.76001,1447.119995,3012150000,1447.119995
22/8/07,1447.030029,1464.859985,1447.030029,1464.069946,3309120000,1464.069946
23/8/07,1464.050049,1472.060059,1453.880005,1462.5,3084390000,1462.5
24/8/07,1462.339966,1479.400024,1460.540039,1479.369995,2541400000,1479.369995
27/8/07,1479.359985,1479.359985,1465.97998,1466.790039,2406180000,1466.790039
28/8/07,1466.719971,1466.719971,1432.01001,1432.359985,3078090000,1432.359985
29/8/07,1432.01001,1463.76001,1432.01001,1463.76001,2824070000,1463.76001
30/8/07,1463.670044,1468.430054,1451.25,1457.640015,2582960000,1457.640015
31/8/07,1457.609985,1481.469971,1457.609985,1473.98999,2731610000,1473.98999
4/9/07,1473.959961,1496.400024,1472.150024,1489.420044,2766600000,1489.420044
5/9/07,1488.76001,1488.76001,1466.339966,1472.290039,2991600000,1472.290039
6/9/07,1472.030029,1481.48999,1467.410034,1478.550049,2459590000,1478.550049
7/9/07,1478.550049,1478.550049,1449.069946,1453.550049,3191080000,1453.550049
10/9/07,1453.5,1462.25,1439.290039,1451.699951,2835720000,1451.699951
11/9/07,1451.689941,1472.47998,1451.689941,1471.48999,3015330000,1471.48999
12/9/07,1471.099976,1479.5,1465.75,1471.560059,2885720000,1471.560059
13/9/07,1471.469971,1489.579956,1471.469971,1483.949951,2877080000,1483.949951
14/9/07,1483.949951,1485.98999,1473.180054,1484.25,2641740000,1484.25
17/9/07,1484.23999,1484.23999,1471.819946,1476.650024,2598390000,1476.650024
18/9/07,1476.630005,1519.890015,1476.630005,1519.780029,3708940000,1519.780029
19/9/07,1519.75,1538.73999,1519.75,1529.030029,3846750000,1529.030029
20/9/07,1528.689941,1529.140015,1516.420044,1518.75,2957700000,1518.75
21/9/07,1518.75,1530.890015,1518.75,1525.75,3679460000,1525.75
24/9/07,1525.75,1530.180054,1516.150024,1517.72998,3131310000,1517.72998
25/9/07,1516.339966,1518.27002,1507.130005,1517.209961,3187770000,1517.209961
26/9/07,1518.619995,1529.390015,1518.619995,1525.420044,3237390000,1525.420044
27/9/07,1527.319946,1532.459961,1525.810059,1531.380005,2872180000,1531.380005
28/9/07,1531.23999,1533.73999,1521.98999,1526.75,2925350000,1526.75
1/10/07,1527.290039,1549.02002,1527.25,1547.040039,3281990000,1547.040039
2/10/07,1546.959961,1548.01001,1540.369995,1546.630005,3101910000,1546.630005
3/10/07,1545.800049,1545.839966,1536.339966,1539.589966,3065320000,1539.589966
4/10/07,1539.910034,1544.02002,1537.630005,1542.839966,2690430000,1542.839966
5/10/07,1543.839966,1561.910034,1543.839966,1557.589966,2919030000,1557.589966
8/10/07,1556.51001,1556.51001,1549,1552.579956,2040650000,1552.579956
9/10/07,1553.180054,1565.26001,1551.819946,1565.150024,2932040000,1565.150024
10/10/07,1564.97998,1565.420044,1555.459961,1562.469971,3044760000,1562.469971
11/10/07,1564.719971,1576.089966,1546.719971,1554.410034,3911260000,1554.410034
12/10/07,1555.410034,1563.030029,1554.089966,1561.800049,2788690000,1561.800049
15/10/07,1562.25,1564.73999,1540.810059,1548.709961,3139290000,1548.709961
16/10/07,1547.810059,1547.810059,1536.290039,1538.530029,3234560000,1538.530029
17/10/07,1544.439941,1550.660034,1526.01001,1541.23999,3638070000,1541.23999
18/10/07,1539.290039,1542.790039,1531.76001,1540.079956,3203210000,1540.079956
19/10/07,1540,1540,1500.26001,1500.630005,4160970000,1500.630005
22/10/07,1497.790039,1508.060059,1490.400024,1506.329956,3471830000,1506.329956
23/10/07,1509.300049,1520.01001,1503.609985,1519.589966,3309120000,1519.589966
24/10/07,1516.609985,1517.22998,1489.560059,1515.880005,4003300000,1515.880005
25/10/07,1516.150024,1523.23999,1500.459961,1514.400024,4183960000,1514.400024
26/10/07,1522.170044,1535.530029,1520.180054,1535.280029,3612120000,1535.280029
29/10/07,1536.920044,1544.670044,1536.430054,1540.97998,3124480000,1540.97998
30/10/07,1539.420044,1539.420044,1529.550049,1531.02002,3212520000,1531.02002
31/10/07,1532.150024,1552.76001,1529.400024,1549.380005,3953070000,1549.380005
1/11/07,1545.790039,1545.790039,1506.660034,1508.439941,4241470000,1508.439941
2/11/07,1511.069946,1513.150024,1492.530029,1509.650024,4285990000,1509.650024
5/11/07,1505.609985,1510.839966,1489.949951,1502.170044,3819330000,1502.170044
6/11/07,1505.329956,1520.77002,1499.069946,1520.27002,3879160000,1520.27002
7/11/07,1515.459961,1515.459961,1475.040039,1475.619995,4353160000,1475.619995
8/11/07,1475.27002,1482.5,1450.310059,1474.77002,5439720000,1474.77002
9/11/07,1467.589966,1474.089966,1448.51001,1453.699951,4587050000,1453.699951
12/11/07,1453.660034,1464.939941,1438.530029,1439.180054,4192520000,1439.180054
13/11/07,1441.349976,1481.369995,1441.349976,1481.050049,4141310000,1481.050049
14/11/07,1483.400024,1492.140015,1466.469971,1470.579956,4031470000,1470.579956
15/11/07,1468.040039,1472.670044,1443.48999,1451.150024,3941010000,1451.150024
16/11/07,1453.089966,1462.180054,1443.98999,1458.73999,4168870000,1458.73999
19/11/07,1456.699951,1456.699951,1430.420044,1433.27002,4119650000,1433.27002
20/11/07,1434.51001,1452.640015,1419.280029,1439.699951,4875150000,1439.699951
21/11/07,1434.709961,1436.400024,1415.640015,1416.77002,4076230000,1416.77002
23/11/07,1417.619995,1440.859985,1417.619995,1440.699951,1612720000,1440.699951
26/11/07,1440.73999,1446.089966,1406.099976,1407.219971,3706470000,1407.219971
27/11/07,1409.589966,1429.48999,1407.430054,1428.22998,4320720000,1428.22998
28/11/07,1432.949951,1471.619995,1432.949951,1469.02002,4508020000,1469.02002
29/11/07,1467.410034,1473.810059,1458.359985,1469.719971,3524730000,1469.719971
30/11/07,1471.829956,1488.939941,1470.890015,1481.140015,4422200000,1481.140015
3/12/07,1479.630005,1481.160034,1470.079956,1472.420044,3323250000,1472.420044
4/12/07,1471.339966,1471.339966,1460.660034,1462.790039,3343620000,1462.790039
5/12/07,1465.219971,1486.089966,1465.219971,1485.01001,3663660000,1485.01001
6/12/07,1484.589966,1508.02002,1482.189941,1507.339966,3568570000,1507.339966
7/12/07,1508.599976,1510.630005,1502.660034,1504.660034,3177710000,1504.660034
10/12/07,1505.109985,1518.27002,1504.959961,1515.959961,2911760000,1515.959961
11/12/07,1516.680054,1523.569946,1475.98999,1477.650024,4080180000,1477.650024
12/12/07,1487.579956,1511.959961,1468.22998,1486.589966,4482120000,1486.589966
13/12/07,1483.27002,1489.400024,1469.209961,1488.410034,3635170000,1488.410034
14/12/07,1486.189941,1486.670044,1467.780029,1467.949951,3401050000,1467.949951
17/12/07,1465.050049,1465.050049,1445.430054,1445.900024,3569030000,1445.900024
18/12/07,1445.920044,1460.160034,1435.650024,1454.97998,3723690000,1454.97998
19/12/07,1454.699951,1464.420044,1445.310059,1453,3401300000,1453
20/12/07,1456.420044,1461.530029,1447.219971,1460.119995,3526890000,1460.119995
21/12/07,1463.189941,1485.400024,1463.189941,1484.459961,4508590000,1484.459961
24/12/07,1484.550049,1497.630005,1484.550049,1496.449951,1267420000,1496.449951
26/12/07,1495.119995,1498.849976,1488.199951,1497.660034,2010500000,1497.660034
27/12/07,1495.050049,1495.050049,1475.859985,1476.27002,2365770000,1476.27002
28/12/07,1479.829956,1488.01001,1471.699951,1478.48999,2420510000,1478.48999
31/12/07,1475.25,1475.829956,1465.130005,1468.359985,2440880000,1468.359985
2/1/08,1467.969971,1471.77002,1442.069946,1447.160034,3452650000,1447.160034
3/1/08,1447.550049,1456.800049,1443.72998,1447.160034,3429500000,1447.160034
4/1/08,1444.01001,1444.01001,1411.189941,1411.630005,4166000000,1411.630005
7/1/08,1414.069946,1423.869995,1403.449951,1416.180054,4221260000,1416.180054
8/1/08,1415.709961,1430.280029,1388.300049,1390.189941,4705390000,1390.189941
9/1/08,1390.25,1409.189941,1378.699951,1409.130005,5351030000,1409.130005
10/1/08,1406.780029,1429.089966,1395.310059,1420.329956,5170490000,1420.329956
11/1/08,1419.910034,1419.910034,1394.829956,1401.02002,4495840000,1401.02002
14/1/08,1402.910034,1417.890015,1402.910034,1416.25,3682090000,1416.25
15/1/08,1411.880005,1411.880005,1380.599976,1380.949951,4601640000,1380.949951
16/1/08,1377.410034,1391.98999,1364.27002,1373.199951,5440620000,1373.199951
17/1/08,1374.790039,1377.719971,1330.670044,1333.25,5303130000,1333.25
18/1/08,1333.900024,1350.280029,1312.51001,1325.189941,6004840000,1325.189941
22/1/08,1312.939941,1322.089966,1274.290039,1310.5,6544690000,1310.5
23/1/08,1310.410034,1339.089966,1270.050049,1338.599976,3241680000,1338.599976
24/1/08,1340.130005,1355.150024,1334.310059,1352.069946,5735300000,1352.069946
25/1/08,1357.319946,1368.560059,1327.5,1330.609985,4882250000,1330.609985
28/1/08,1330.699951,1353.969971,1322.26001,1353.959961,4100930000,1353.959961
29/1/08,1355.939941,1364.930054,1350.189941,1362.300049,4232960000,1362.300049
30/1/08,1362.219971,1385.859985,1352.949951,1355.810059,4742760000,1355.810059
31/1/08,1351.97998,1385.619995,1334.079956,1378.550049,4970290000,1378.550049
1/2/08,1378.599976,1396.02002,1375.930054,1395.420044,4650770000,1395.420044
4/2/08,1395.380005,1395.380005,1379.689941,1380.819946,3495780000,1380.819946
5/2/08,1380.280029,1380.280029,1336.640015,1336.640015,4315740000,1336.640015
